"transect","start_Easting","start_Northing","direction","Easting","Northing","specifiedInclProb","AdjustedInclProb"
1,325829.273936845,6298422.88548791,294.545454545455,325829.387640844,6298422.83356104,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.371397416,6298422.84097916,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.355153987,6298422.84839729,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.338910559,6298422.85581541,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.322667131,6298422.86323354,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.306423702,6298422.87065166,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.290180274,6298422.87806979,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.273936845,6298422.88548791,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.257693416,6298422.89290604,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.241449988,6298422.90032416,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.22520656,6298422.90774229,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.208963131,6298422.91516041,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.192719703,6298422.92257854,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.176476274,6298422.92999666,4.09321081532124e-05,4.09321081532124e-05
1,325829.273936845,6298422.88548791,294.545454545455,325829.160232846,6298422.93741479,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.150209165,6291497.90327727,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.167884548,6291497.90073593,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.185559931,6291497.89819459,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.203235313,6291497.89565326,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.220910696,6291497.89311192,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.238586079,6291497.89057058,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.256261462,6291497.88802925,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.273936845,6291497.88548791,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.291612228,6291497.88294658,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.309287611,6291497.88040524,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.326962994,6291497.8778639,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.344638377,6291497.87532257,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.362313759,6291497.87278123,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.379989142,6291497.87023989,4.09321081532124e-05,4.09321081532124e-05
2,336733.273936845,6291497.88548791,98.1818181818182,336733.397664525,6291497.86769856,4.09321081532124e-05,4.09321081532124e-05
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.76048791,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.77834505,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.7962022,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.81405934,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.83191648,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.84977363,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.86763077,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.88548791,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.90334505,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.9212022,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.93905934,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.95691648,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.97477363,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295929.99263077,0.000132508186822586,0.000132508186822586
3,358541.273936845,6295929.88548791,0,358541.273936845,6295930.01048791,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.341516947,6290112.78033122,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.331862647,6290112.79535361,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.322208347,6290112.81037599,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.312554046,6290112.82539837,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.302899746,6290112.84042076,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.293245446,6290112.85544314,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.283591145,6290112.87046553,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.273936845,6290112.88548791,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.264282545,6290112.9005103,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.254628244,6290112.91553268,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.244973944,6290112.93055507,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.235319644,6290112.94557745,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.225665343,6290112.96059984,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.216011043,6290112.97562222,0.000132508186822586,0.000132508186822586
4,350421.273936845,6290112.88548791,327.272727272727,350421.206356743,6290112.9906446,0.000132508186822586,0.000132508186822586
5,357613.273936845,6307840.88548791,196.363636363636,357613.309153415,6307841.00542453,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.304122476,6307840.98829073,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.299091538,6307840.97115693,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.294060599,6307840.95402312,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.289029661,6307840.93688932,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.283998722,6307840.91975552,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.278967784,6307840.90262172,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.273936845,6307840.88548791,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.268905906,6307840.86835411,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.263874968,6307840.85122031,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.258844029,6307840.8340865,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.253813091,6307840.8169527,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.248782152,6307840.7998189,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.243751214,6307840.78268509,6.65770215676437e-05,6.65770215676437e-05
5,357613.273936845,6307840.88548791,196.363636363636,357613.238720275,6307840.76555129,6.65770215676437e-05,6.65770215676437e-05
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.76048791,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.77834505,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.7962022,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.81405934,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.83191648,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.84977363,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.86763077,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.88548791,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.90334505,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.9212022,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.93905934,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.95691648,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.97477363,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285680.99263077,0.000132508186822586,0.000132508186822586
6,343229.273936845,6285680.88548791,0,343229.273936845,6285681.01048791,0.000132508186822586,0.000132508186822586
7,333949.273936845,6285680.88548791,0,333949.273936845,6285680.76048791,6.65770215676437e-05,6.65770215676437e-05
7,333949.273936845,6285680.88548791,0,333949.273936845,6285680.77834505,6.65770215676437e-05,6.65770215676437e-05
7,333949.273936845,6285680.88548791,0,333949.273936845,6285680.7962022,6.65770215676437e-05,6.65770215676437e-05
7,333949.273936845,6285680.88548791,0,333949.273936845,6285680.81405934,6.65770215676437e-05,6.65770215676437e-05
7,333949.273936845,6285680.88548791,0,333949.273936845,6285680.83191648,6.65770215676437e-05,6.65770215676437e-05
7,333949.273936845,6285680.88548791,0,333949.273936845,6285680.84977363,6.65770215676437e-05,6.65770215676437e-05
7,333949.273936845,6285680.88548791,0,333949.273936845,6285680.86763077,6.65770215676437e-05,6.65770215676437e-05
7,333949.273936845,6285680.88548791,0,333949.273936845,6285680.88548791,6.65770215676437e-05,6.65770215676437e-05
