"","transect","x","y","direction","transect_inclusionProb"
"1",1,347869.273936845,6288173.88548791,65.4545454545455,0.000861709352860839
"2",2,348101.273936845,6287342.88548791,229.090909090909,0.00790398370479017
"3",3,348333.273936845,6287342.88548791,98.1818181818182,0.00790398370479017
