"","transect","start_x","start_y","direction","x","y","specifiedInclProb","AdjustedInclProb","cluster"
"1",1,357195.00012302,6300510.00001984,32.7272727272727,357127.420020838,6300404.84332824,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"2",1,357195.00012302,6300510.00001984,32.7272727272727,357133.05169602,6300413.60638587,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"3",1,357195.00012302,6300510.00001984,32.7272727272727,357138.683371202,6300422.36944351,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"4",1,357195.00012302,6300510.00001984,32.7272727272727,357144.315046384,6300431.13250114,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"5",1,357195.00012302,6300510.00001984,32.7272727272727,357149.946721565,6300439.89555877,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"6",1,357195.00012302,6300510.00001984,32.7272727272727,357155.578396747,6300448.65861641,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"7",1,357195.00012302,6300510.00001984,32.7272727272727,357161.210071929,6300457.42167404,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"8",1,357195.00012302,6300510.00001984,32.7272727272727,357166.841747111,6300466.18473168,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"9",1,357195.00012302,6300510.00001984,32.7272727272727,357172.473422293,6300474.94778931,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"10",1,357195.00012302,6300510.00001984,32.7272727272727,357178.105097475,6300483.71084694,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"11",1,357195.00012302,6300510.00001984,32.7272727272727,357183.736772656,6300492.47390458,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"12",1,357195.00012302,6300510.00001984,32.7272727272727,357189.368447838,6300501.23696221,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"13",1,357195.00012302,6300510.00001984,32.7272727272727,357195.00012302,6300510.00001984,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"14",1,357195.00012302,6300510.00001984,32.7272727272727,357200.631798202,6300518.76307748,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"15",1,357195.00012302,6300510.00001984,32.7272727272727,357206.263473384,6300527.52613511,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"16",1,357195.00012302,6300510.00001984,32.7272727272727,357211.895148566,6300536.28919274,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"17",1,357195.00012302,6300510.00001984,32.7272727272727,357217.526823747,6300545.05225038,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"18",1,357195.00012302,6300510.00001984,32.7272727272727,357223.158498929,6300553.81530801,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"19",1,357195.00012302,6300510.00001984,32.7272727272727,357228.790174111,6300562.57836565,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"20",1,357195.00012302,6300510.00001984,32.7272727272727,357234.421849293,6300571.34142328,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"21",1,357195.00012302,6300510.00001984,32.7272727272727,357240.053524475,6300580.10448091,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"22",1,357195.00012302,6300510.00001984,32.7272727272727,357245.685199656,6300588.86753855,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"23",1,357195.00012302,6300510.00001984,32.7272727272727,357251.316874838,6300597.63059618,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"24",1,357195.00012302,6300510.00001984,32.7272727272727,357256.94855002,6300606.39365381,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"25",1,357195.00012302,6300510.00001984,32.7272727272727,357262.580225202,6300615.15671145,9.55731822357459e-05,9.55731822357459e-05,"SPZ1"
"26",2,363095.00012302,6307410.00001984,294.545454545455,363208.704122439,6307358.07314322,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"27",2,363095.00012302,6307410.00001984,294.545454545455,363199.228789154,6307362.40038294,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"28",2,363095.00012302,6307410.00001984,294.545454545455,363189.753455869,6307366.72762266,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"29",2,363095.00012302,6307410.00001984,294.545454545455,363180.278122585,6307371.05486237,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"30",2,363095.00012302,6307410.00001984,294.545454545455,363170.8027893,6307375.38210209,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"31",2,363095.00012302,6307410.00001984,294.545454545455,363161.327456015,6307379.70934181,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"32",2,363095.00012302,6307410.00001984,294.545454545455,363151.85212273,6307384.03658153,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"33",2,363095.00012302,6307410.00001984,294.545454545455,363142.376789445,6307388.36382125,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"34",2,363095.00012302,6307410.00001984,294.545454545455,363132.90145616,6307392.69106097,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"35",2,363095.00012302,6307410.00001984,294.545454545455,363123.426122875,6307397.01830069,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"36",2,363095.00012302,6307410.00001984,294.545454545455,363113.95078959,6307401.34554041,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"37",2,363095.00012302,6307410.00001984,294.545454545455,363104.475456305,6307405.67278012,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"38",2,363095.00012302,6307410.00001984,294.545454545455,363095.00012302,6307410.00001984,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"39",2,363095.00012302,6307410.00001984,294.545454545455,363085.524789735,6307414.32725956,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"40",2,363095.00012302,6307410.00001984,294.545454545455,363076.04945645,6307418.65449928,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"41",2,363095.00012302,6307410.00001984,294.545454545455,363066.574123165,6307422.981739,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"42",2,363095.00012302,6307410.00001984,294.545454545455,363057.09878988,6307427.30897872,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"43",2,363095.00012302,6307410.00001984,294.545454545455,363047.623456595,6307431.63621844,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"44",2,363095.00012302,6307410.00001984,294.545454545455,363038.14812331,6307435.96345816,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"45",2,363095.00012302,6307410.00001984,294.545454545455,363028.672790025,6307440.29069788,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"46",2,363095.00012302,6307410.00001984,294.545454545455,363019.19745674,6307444.61793759,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"47",2,363095.00012302,6307410.00001984,294.545454545455,363009.722123456,6307448.94517731,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"48",2,363095.00012302,6307410.00001984,294.545454545455,363000.246790171,6307453.27241703,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"49",2,363095.00012302,6307410.00001984,294.545454545455,362990.771456886,6307457.59965675,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"50",2,363095.00012302,6307410.00001984,294.545454545455,362981.296123601,6307461.92689647,9.55731822357459e-05,9.55731822357459e-05,"SPZ2"
"51",3,355695.00012302,6296010.00001984,130.909090909091,355600.531426226,6296091.85761159,8.8952800554222e-05,8.8952800554222e-05,"SPZ3"
"52",3,355695.00012302,6296010.00001984,130.909090909091,355608.403817625,6296085.03614561,8.8952800554222e-05,8.8952800554222e-05,"SPZ3"
"53",3,355695.00012302,6296010.00001984,130.909090909091,355616.276209025,6296078.21467963,8.8952800554222e-05,8.8952800554222e-05,"SPZ3"
"54",3,355695.00012302,6296010.00001984,130.909090909091,355624.148600424,6296071.39321365,8.8952800554222e-05,8.8952800554222e-05,"SPZ3"
"55",3,355695.00012302,6296010.00001984,130.909090909091,355632.020991824,6296064.57174767,8.8952800554222e-05,8.8952800554222e-05,"SPZ3"
"56",3,355695.00012302,6296010.00001984,130.909090909091,355639.893383223,6296057.75028169,8.8952800554222e-05,8.8952800554222e-05,"SPZ3"
"57",3,355695.00012302,6296010.00001984,130.909090909091,355647.765774623,6296050.92881572,8.8952800554222e-05,8.8952800554222e-05,"SPZ3"
"58",3,355695.00012302,6296010.00001984,130.909090909091,355655.638166022,6296044.10734974,8.8952800554222e-05,8.8952800554222e-05,"SPZ3"
"59",3,355695.00012302,6296010.00001984,130.909090909091,355663.510557422,6296037.28588376,8.8952800554222e-05,8.8952800554222e-05,"SPZ3"
"60",3,355695.00012302,6296010.00001984,130.909090909091,355671.382948821,6296030.46441778,8.8952800554222e-05,8.8952800554222e-05,"SPZ3"
