"","X","transect","start_x","start_y","direction","specifiedInclProb","AdjustedInclProb","cluster","x","y","long","lat"
"313",313,4,335870.00012302,6281635.00001984,327.272727272727,0.000250051255706042,0.000250051255706042,"HPZ4",115.231211691255,-33.5923948662086,"115 13.8727014752997","-33 35.5436919725161"
"314",314,4,335870.00012302,6281635.00001984,327.272727272727,0.000250051255706042,0.000250051255706042,"HPZ4",115.231152638264,-33.5923149979648,"115 13.8691582958408","-33 35.5388998778879"
"315",315,4,335870.00012302,6281635.00001984,327.272727272727,0.000250051255706042,0.000250051255706042,"HPZ4",115.231093585378,-33.5922351296955,"115 13.8656151226799","-33 35.5341077817301"
"316",316,4,335870.00012302,6281635.00001984,327.272727272727,0.000207496824842813,0.000207496824842813,"HPZ4",115.2310345326,-33.5921552614004,"115 13.8620719560005","-33 35.5293156840239"
"317",317,4,335870.00012302,6281635.00001984,327.272727272727,0.000207496824842813,0.000207496824842813,"HPZ4",115.230975479929,-33.5920753930797,"115 13.8585287957404","-33 35.5245235847821"
"318",318,4,335870.00012302,6281635.00001984,327.272727272727,0.000207496824842813,0.000207496824842813,"HPZ4",115.230916427364,-33.5919955247334,"115 13.8549856418394","-33 35.5197314840038"
"319",319,4,335870.00012302,6281635.00001984,327.272727272727,0.000207496824842813,0.000207496824842813,"HPZ4",115.230857374906,-33.5919156563614,"115 13.8514424943598","-33 35.514939381684"
"320",320,4,335870.00012302,6281635.00001984,327.272727272727,0.000207496824842813,0.000207496824842813,"HPZ4",115.230798322555,-33.5918357879638,"115 13.8478993533005","-33 35.5101472778282"
"321",321,4,335870.00012302,6281635.00001984,327.272727272727,0.000207496824842813,0.000207496824842813,"HPZ4",115.230739270311,-33.5917559195406,"115 13.8443562186604","-33 35.5053551724362"
"322",322,4,335870.00012302,6281635.00001984,327.272727272727,0.000207496824842813,0.000207496824842813,"HPZ4",115.230680218173,-33.5916760510917,"115 13.8408130903806","-33 35.5005630655023"
"323",323,4,335870.00012302,6281635.00001984,327.272727272727,0.000207496824842813,0.000207496824842813,"HPZ4",115.230621166143,-33.5915961826171,"115 13.8372699685793","-33 35.4957709570263"
"324",324,4,335870.00012302,6281635.00001984,327.272727272727,0.000207496824842813,0.000207496824842813,"HPZ4",115.230562114219,-33.591516314117,"115 13.83372685314","-33 35.4909788470201"
"325",325,4,335870.00012302,6281635.00001984,327.272727272727,0.000207496824842813,0.000207496824842813,"HPZ4",115.230503062402,-33.5914364455912,"115 13.8301837441191","-33 35.486186735472"
"326",326,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203629198635,-33.571481895085,"115 12.2177519180996","-33 34.2889137051"
"327",327,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203631144209,-33.5713879877858,"115 12.2178686525401","-33 34.283279267148"
"328",328,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203633089774,-33.571294080485,"115 12.2179853864402","-33 34.2776448291001"
"329",329,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.20363503533,-33.5712001731828,"115 12.2181021198","-33 34.2720103909681"
"330",330,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203636980877,-33.5711062658789,"115 12.2182188526194","-33 34.2663759527342"
"331",331,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203638926415,-33.5710123585735,"115 12.2183355848994","-33 34.2607415144099"
"332",332,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203640871944,-33.5709184512667,"115 12.21845231664","-33 34.2551070760019"
"333",333,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203642817464,-33.5708245439583,"115 12.2185690478402","-33 34.2494726374981"
"334",334,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203644762975,-33.5707306366483,"115 12.2186857785001","-33 34.243838198898"
"335",335,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203646708477,-33.570636729337,"115 12.2188025086197","-33 34.2382037602198"
"336",336,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203648653969,-33.570542822024,"115 12.2189192381396","-33 34.2325693214402"
"337",337,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203650599453,-33.5704489147094,"115 12.2190359671804","-33 34.2269348825641"
"338",338,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203652544928,-33.5703550073935,"115 12.2191526956808","-33 34.2213004436101"
"339",339,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203654490394,-33.5702611000759,"115 12.2192694236398","-33 34.2156660045543"
"340",340,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203656435851,-33.5701671927568,"115 12.2193861510605","-33 34.2100315654078"
"341",341,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203658381298,-33.5700732854363,"115 12.2195028778796","-33 34.2043971261781"
"342",342,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203660326737,-33.5699793781141,"115 12.2196196042195","-33 34.1987626868458"
"343",343,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203662272167,-33.5698854707904,"115 12.21973633002","-33 34.1931282474242"
"344",344,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203664217588,-33.5697915634653,"115 12.2198530552802","-33 34.187493807918"
"345",345,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203666162999,-33.5696976561385,"115 12.2199697799399","-33 34.1818593683102"
"346",346,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203668108402,-33.5696037488102,"115 12.2200865041203","-33 34.1762249286122"
"347",347,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203670053796,-33.5695098414806,"115 12.2202032277603","-33 34.1705904888363"
"348",348,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.20367199918,-33.5694159341492,"115 12.2203199507998","-33 34.164956048952"
"349",349,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203673944556,-33.5693220268164,"115 12.2204366733601","-33 34.159321608984"
"350",350,5,333270.00012302,6284035.00001984,0,0.000157485648918454,0.000157485648918454,"HPZ5",115.203675889923,-33.5692281194821,"115 12.2205533953801","-33 34.1536871689258"
"351",351,6,334070.00012302,6282435.00001984,65.4545454545455,0.000207496824842813,0.000207496824842813,"HPZ6",115.210736172196,-33.5853544147502,"115 12.64417033176","-33 35.1212648850119"
"352",352,6,334070.00012302,6282435.00001984,65.4545454545455,0.000207496824842813,0.000207496824842813,"HPZ6",115.210839039017,-33.5853168802729,"115 12.6503423410206","-33 35.119012816374"
"353",353,6,334070.00012302,6282435.00001984,65.4545454545455,0.000207496824842813,0.000207496824842813,"HPZ6",115.210941905752,-33.5852793457069,"115 12.6565143451201","-33 35.116760742414"
