"","X","transect","start_x","start_y","direction","x","y","specifiedInclProb","AdjustedInclProb","cluster","x.1","y.1","longitude","latitude"
"216",216,3,319557.191138533,6304778.78059977,229.090909090909,319533.573964334,6304758.31620184,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.59384007935975","-33 22.8785375841901","115.3.356E","33.22.527S"
"217",217,3,319557.191138533,6304778.78059977,229.090909090909,319525.701572935,6304751.49473586,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.58868271948013","-33 22.8821478045662","115.3.353E","33.22.529S"
"218",218,3,319557.191138533,6304778.78059977,229.090909090909,319517.829181535,6304744.67326988,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.5835253525797","-33 22.8857580210781","115.3.350E","33.22.531S"
"219",219,3,319557.191138533,6304778.78059977,229.090909090909,319509.956790136,6304737.8518039,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.57836797860024","-33 22.8893682337262","115.3.347E","33.22.534S"
"220",220,3,319557.191138533,6304778.78059977,229.090909090909,319502.084398736,6304731.03033792,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.57321059753983","-33 22.89297844251","115.3.344E","33.22.536S"
"221",221,3,319557.191138533,6304778.78059977,229.090909090909,319494.212007337,6304724.20887194,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.56805320946053","-33 22.8965886474301","115.3.341E","33.22.538S"
"222",222,3,319557.191138533,6304778.78059977,229.090909090909,319486.339615937,6304717.38740596,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.56289581430028","-33 22.9001988484859","115.3.338E","33.22.540S"
"223",223,3,319557.191138533,6304778.78059977,229.090909090909,319478.467224538,6304710.56593999,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.55773841206004","-33 22.9038090456779","115.3.335E","33.22.542S"
"224",224,3,319557.191138533,6304778.78059977,229.090909090909,319470.594833138,6304703.74447401,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.55258100279995","-33 22.9074192390059","115.3.332E","33.22.544S"
"225",225,3,319557.191138533,6304778.78059977,229.090909090909,319462.722441739,6304696.92300803,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.54742358652002","-33 22.9110294284699","115.3.328E","33.22.547S"
"226",226,4,343221.191138533,6296468.78059977,163.636363636364,343185.974568928,6296588.71722147,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7586743239003","-33 27.5207217762659","115.18.455E","33.27.312S"
"227",227,4,343221.191138533,6296468.78059977,163.636363636364,343188.909283062,6296578.722503,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7604635395604","-33 27.526154175894","115.18.456E","33.27.316S"
"228",228,4,343221.191138533,6296468.78059977,163.636363636364,343191.843997195,6296568.72778452,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7622527586393","-33 27.5315865751317","115.18.457E","33.27.319S"
"229",229,4,343221.191138533,6296468.78059977,163.636363636364,343194.778711329,6296558.73306605,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7640419812","-33 27.5370189739859","115.18.458E","33.27.322S"
"230",230,4,343221.191138533,6296468.78059977,163.636363636364,343197.713425463,6296548.73834757,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7658312072997","-33 27.542451372438","115.18.459E","33.27.325S"
"231",231,4,343221.191138533,6296468.78059977,163.636363636364,343200.648139597,6296538.7436291,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7676204368792","-33 27.5478837705062","115.18.461E","33.27.329S"
"232",232,4,343221.191138533,6296468.78059977,163.636363636364,343203.58285373,6296528.74891062,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7694096699396","-33 27.5533161681841","115.18.462E","33.27.332S"
"233",233,4,343221.191138533,6296468.78059977,163.636363636364,343206.517567864,6296518.75419215,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7711989064798","-33 27.5587485654719","115.18.463E","33.27.335S"
"234",234,4,343221.191138533,6296468.78059977,163.636363636364,343209.452281998,6296508.75947367,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7729881464998","-33 27.5641809623701","115.18.464E","33.27.339S"
"235",235,4,343221.191138533,6296468.78059977,163.636363636364,343212.386996132,6296498.7647552,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7747773900599","-33 27.5696133588778","115.18.465E","33.27.342S"
"236",236,4,343221.191138533,6296468.78059977,163.636363636364,343215.321710265,6296488.77003672,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7765666370397","-33 27.5750457549899","115.18.466E","33.27.345S"
"237",237,4,343221.191138533,6296468.78059977,163.636363636364,343218.256424399,6296478.77531825,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7783558875594","-33 27.5804781507182","115.18.467E","33.27.348S"
"238",238,4,343221.191138533,6296468.78059977,163.636363636364,343221.191138533,6296468.78059977,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.78014514156","-33 27.5859105460559","115.18.468E","33.27.352S"
"239",239,4,343221.191138533,6296468.78059977,163.636363636364,343224.125852667,6296458.7858813,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7819343990394","-33 27.5913429409979","115.18.469E","33.27.355S"
"240",240,4,343221.191138533,6296468.78059977,163.636363636364,343227.060566801,6296448.79116282,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7837236599997","-33 27.5967753355559","115.18.470E","33.27.358S"
"241",241,4,343221.191138533,6296468.78059977,163.636363636364,343229.995280934,6296438.79644435,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7855129244407","-33 27.6022077297239","115.18.471E","33.27.361S"
"242",242,4,343221.191138533,6296468.78059977,163.636363636364,343232.929995068,6296428.80172587,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7873021924199","-33 27.6076401234959","115.18.472E","33.27.365S"
"243",243,4,343221.191138533,6296468.78059977,163.636363636364,343235.864709202,6296418.8070074,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7890914638798","-33 27.6130725168841","115.18.473E","33.27.368S"
"244",244,4,343221.191138533,6296468.78059977,163.636363636364,343238.799423336,6296408.81228892,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7908807387605","-33 27.6185049098759","115.18.475E","33.27.371S"
"245",245,4,343221.191138533,6296468.78059977,163.636363636364,343241.734137469,6296398.81757045,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7926700171801","-33 27.6239373024839","115.18.476E","33.27.374S"
"246",246,4,343221.191138533,6296468.78059977,163.636363636364,343244.668851603,6296388.82285197,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7944592991398","-33 27.6293696946959","115.18.477E","33.27.378S"
"247",247,4,343221.191138533,6296468.78059977,163.636363636364,343247.603565737,6296378.8281335,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7962485845201","-33 27.6348020865179","115.18.478E","33.27.381S"
"248",248,4,343221.191138533,6296468.78059977,163.636363636364,343250.538279871,6296368.83341502,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7980378733802","-33 27.640234477956","115.18.479E","33.27.384S"
"249",249,4,343221.191138533,6296468.78059977,163.636363636364,343253.472994004,6296358.83869654,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.7998271657794","-33 27.6456668689978","115.18.480E","33.27.387S"
"250",250,4,343221.191138533,6296468.78059977,163.636363636364,343256.407708138,6296348.84397807,0.000121423670108234,0.000121423670108234,"HPZ10","115 18.8016164616604","-33 27.6510992596498","115.18.481E","33.27.391S"
"251",251,5,331389.191138533,6301454.78059977,65.4545454545455,331275.487139114,6301402.85372315,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.1265713092997","-33 24.8080839087658","115.11.76E","33.24.485S"
"252",252,5,331389.191138533,6301454.78059977,65.4545454545455,331284.962472399,6301407.18096287,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.1327315078001","-33 24.8058326556359","115.11.80E","33.24.483S"
"253",253,5,331389.191138533,6301454.78059977,65.4545454545455,331294.437805684,6301411.50820258,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.1388917011403","-33 24.8035813972201","115.11.83E","33.24.482S"
"254",254,5,331389.191138533,6301454.78059977,65.4545454545455,331303.913138969,6301415.8354423,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.1450518894397","-33 24.8013301335062","115.11.87E","33.24.481S"
"255",255,5,331389.191138533,6301454.78059977,65.4545454545455,331313.388472253,6301420.16268202,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.15121207258","-33 24.7990788644997","115.11.91E","33.24.479S"
"256",256,5,331389.191138533,6301454.78059977,65.4545454545455,331322.863805538,6301424.48992174,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.1573722506796","-33 24.7968275902019","115.11.94E","33.24.478S"
"257",257,5,331389.191138533,6301454.78059977,65.4545454545455,331332.339138823,6301428.81716146,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.16353242362","-33 24.7945763106121","115.11.98E","33.24.477S"
"258",258,5,331389.191138533,6301454.78059977,65.4545454545455,331341.814472108,6301433.14440118,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.1696925914604","-33 24.79232502573","115.11.102E","33.24.475S"
"259",259,5,331389.191138533,6301454.78059977,65.4545454545455,331351.289805393,6301437.4716409,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.17585275426","-33 24.79007373555","115.11.106E","33.24.474S"
"260",260,5,331389.191138533,6301454.78059977,65.4545454545455,331360.765138678,6301441.79888062,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.1820129118996","-33 24.7878224400779","115.11.109E","33.24.473S"
"261",261,5,331389.191138533,6301454.78059977,65.4545454545455,331370.240471963,6301446.12612033,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.1881730644401","-33 24.7855711393141","115.11.113E","33.24.471S"
"262",262,5,331389.191138533,6301454.78059977,65.4545454545455,331379.715805248,6301450.45336005,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.1943332118797","-33 24.7833198332579","115.11.117E","33.24.470S"
"263",263,5,331389.191138533,6301454.78059977,65.4545454545455,331389.191138533,6301454.78059977,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.2004933542194","-33 24.78106852191","115.11.120E","33.24.469S"
"264",264,5,331389.191138533,6301454.78059977,65.4545454545455,331398.666471818,6301459.10783949,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.20665349146","-33 24.7788172052637","115.11.124E","33.24.467S"
"265",265,5,331389.191138533,6301454.78059977,65.4545454545455,331408.141805103,6301463.43507921,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.2128136235997","-33 24.7765658833259","115.11.128E","33.24.466S"
"266",266,5,331389.191138533,6301454.78059977,65.4545454545455,331417.617138388,6301467.76231893,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.2189737506395","-33 24.7743145560962","115.11.131E","33.24.465S"
"267",267,5,331389.191138533,6301454.78059977,65.4545454545455,331427.092471673,6301472.08955865,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.2251338725803","-33 24.7720632235743","115.11.135E","33.24.463S"
"268",268,5,331389.191138533,6301454.78059977,65.4545454545455,331436.567804958,6301476.41679837,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.23129398936","-33 24.7698118857603","115.11.139E","33.24.462S"
"269",269,5,331389.191138533,6301454.78059977,65.4545454545455,331446.043138243,6301480.74403808,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.2374541010999","-33 24.7675605426538","115.11.142E","33.24.461S"
"270",270,5,331389.191138533,6301454.78059977,65.4545454545455,331455.518471528,6301485.0712778,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.2436142077398","-33 24.7653091942499","115.11.146E","33.24.459S"
"271",271,5,331389.191138533,6301454.78059977,65.4545454545455,331464.993804813,6301489.39851752,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.2497743092196","-33 24.76305784056","115.11.150E","33.24.458S"
"272",272,5,331389.191138533,6301454.78059977,65.4545454545455,331474.469138097,6301493.72575724,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.2559344056596","-33 24.760806481572","115.11.154E","33.24.456S"
"273",273,5,331389.191138533,6301454.78059977,65.4545454545455,331483.944471382,6301498.05299696,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.2620944969405","-33 24.7585551172917","115.11.157E","33.24.455S"
"274",274,5,331389.191138533,6301454.78059977,65.4545454545455,331493.419804667,6301502.38023668,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.2682545831796","-33 24.7563037477198","115.11.161E","33.24.454S"
"275",275,5,331389.191138533,6301454.78059977,65.4545454545455,331502.895137952,6301506.7074764,0.00010521951068494,0.00010521951068494,"HPZ11","115 11.2744146642595","-33 24.7540523728562","115.11.165E","33.24.452S"
"276",276,6,354821.191138533,6306440.78059977,261.818181818182,354944.918818768,6306458.56995456,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.4433551724205","-33 22.2807201787262","115.26.266E","33.22.168S"
"277",277,6,354821.191138533,6306440.78059977,261.818181818182,354934.608178749,6306457.08750832,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.4366929166","-33 22.2814386422399","115.26.262E","33.22.169S"
"278",278,6,354821.191138533,6306440.78059977,261.818181818182,354924.297538729,6306455.60506209,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.4300306592195","-33 22.2821570997362","115.26.258E","33.22.169S"
"279",279,6,354821.191138533,6306440.78059977,261.818181818182,354913.986898709,6306454.12261586,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.4233684002208","-33 22.2828755512138","115.26.254E","33.22.170S"
"280",280,6,354821.191138533,6306440.78059977,261.818181818182,354903.67625869,6306452.64016963,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.4167061396603","-33 22.2835939966799","115.26.250E","33.22.170S"
"281",281,6,354821.191138533,6306440.78059977,261.818181818182,354893.36561867,6306451.1577234,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.4100438775398","-33 22.2843124361279","115.26.246E","33.22.171S"
"282",282,6,354821.191138533,6306440.78059977,261.818181818182,354883.054978651,6306449.67527716,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.4033816138001","-33 22.2850308695522","115.26.242E","33.22.171S"
"283",283,6,354821.191138533,6306440.78059977,261.818181818182,354872.744338631,6306448.19283093,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3967193484995","-33 22.2857492969701","115.26.238E","33.22.171S"
"284",284,6,354821.191138533,6306440.78059977,261.818181818182,354862.433698611,6306446.7103847,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3900570815807","-33 22.2864677183638","115.26.234E","33.22.172S"
"285",285,6,354821.191138533,6306440.78059977,261.818181818182,354852.123058592,6306445.22793847,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3833948131001","-33 22.2871861337459","115.26.230E","33.22.172S"
"286",286,6,354821.191138533,6306440.78059977,261.818181818182,354841.812418572,6306443.74549224,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3767325430604","-33 22.2879045431097","115.26.226E","33.22.173S"
"287",287,6,354821.191138533,6306440.78059977,261.818181818182,354831.501778553,6306442.263046,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3700702714006","-33 22.2886229464559","115.26.222E","33.22.173S"
"288",288,6,354821.191138533,6306440.78059977,261.818181818182,354821.191138533,6306440.78059977,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3634079981799","-33 22.2893413437841","115.26.218E","33.22.174S"
"289",289,6,354821.191138533,6306440.78059977,261.818181818182,354810.880498513,6306439.29815354,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.35674572334","-33 22.2900597351002","115.26.214E","33.22.174S"
"290",290,6,354821.191138533,6306440.78059977,261.818181818182,354800.569858494,6306437.81570731,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3500834469392","-33 22.2907781203981","115.26.210E","33.22.174S"
"291",291,6,354821.191138533,6306440.78059977,261.818181818182,354790.259218474,6306436.33326108,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3434211689804","-33 22.291496499678","115.26.206E","33.22.175S"
"292",292,6,354821.191138533,6306440.78059977,261.818181818182,354779.948578455,6306434.85081484,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3367588893995","-33 22.2922148729398","115.26.202E","33.22.175S"
"293",293,6,354821.191138533,6306440.78059977,261.818181818182,354769.637938435,6306433.36836861,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3300966082597","-33 22.2929332401902","115.26.198E","33.22.176S"
"294",294,6,354821.191138533,6306440.78059977,261.818181818182,354759.327298415,6306431.88592238,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3234343254997","-33 22.2936516014219","115.26.194E","33.22.176S"
"295",295,6,354821.191138533,6306440.78059977,261.818181818182,354749.016658396,6306430.40347615,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3167720411797","-33 22.2943699566361","115.26.190E","33.22.177S"
"296",296,6,354821.191138533,6306440.78059977,261.818181818182,354738.706018376,6306428.92102992,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3101097552998","-33 22.2950883058319","115.26.186E","33.22.177S"
"297",297,6,354821.191138533,6306440.78059977,261.818181818182,354728.395378357,6306427.43858368,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.3034474677998","-33 22.2958066490098","115.26.182E","33.22.177S"
"298",298,6,354821.191138533,6306440.78059977,261.818181818182,354718.084738337,6306425.95613745,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.2967851787398","-33 22.296524986176","115.26.178E","33.22.178S"
"299",299,6,354821.191138533,6306440.78059977,261.818181818182,354707.774098317,6306424.47369122,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.2901228880597","-33 22.2972433173241","115.26.174E","33.22.178S"
"300",300,6,354821.191138533,6306440.78059977,261.818181818182,354697.463458298,6306422.99124499,0.000167370978212454,0.000167370978212454,"HPZ12","115 26.2834605958196","-33 22.2979616424539","115.26.170E","33.22.179S"
"301",301,7,349021.191138533,6303116.78059977,229.090909090909,349115.659835327,6303198.63819152,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.652165919","-33 23.9960830317359","115.22.391E","33.23.598S"
"302",302,7,349021.191138533,6303116.78059977,229.090909090909,349107.787443928,6303191.81672554,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.64701996584","-33 23.99970683607","115.22.388E","33.23.600S"
"303",303,7,349021.191138533,6303116.78059977,229.090909090909,349099.915052528,6303184.99525956,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.6418740055999","-33 24.0033306366002","115.22.385E","33.24.2S"
"304",304,7,349021.191138533,6303116.78059977,229.090909090909,349092.042661129,6303178.17379358,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.6367280382799","-33 24.0069544333201","115.22.382E","33.24.4S"
"305",305,7,349021.191138533,6303116.78059977,229.090909090909,349084.170269729,6303171.3523276,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.6315820638197","-33 24.0105782262299","115.22.379E","33.24.6S"
"306",306,7,349021.191138533,6303116.78059977,229.090909090909,349076.29787833,6303164.53086162,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.6264360823397","-33 24.0142020153357","115.22.376E","33.24.9S"
"307",307,7,349021.191138533,6303116.78059977,229.090909090909,349068.42548693,6303157.70939564,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.6212900937797","-33 24.017825800632","115.22.373E","33.24.11S"
"308",308,7,349021.191138533,6303116.78059977,229.090909090909,349060.553095531,6303150.88792966,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.6161440981397","-33 24.0214495821182","115.22.370E","33.24.13S"
"309",309,7,349021.191138533,6303116.78059977,229.090909090909,349052.680704131,6303144.06646369,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.6109980953595","-33 24.0250733598","115.22.367E","33.24.15S"
"310",310,7,349021.191138533,6303116.78059977,229.090909090909,349044.808312732,6303137.24499771,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.6058520855596","-33 24.0286971336721","115.22.364E","33.24.17S"
"311",311,7,349021.191138533,6303116.78059977,229.090909090909,349036.935921332,6303130.42353173,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.6007060686796","-33 24.0323209037337","115.22.360E","33.24.19S"
"312",312,7,349021.191138533,6303116.78059977,229.090909090909,349029.063529933,6303123.60206575,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5955600447196","-33 24.035944669992","115.22.357E","33.24.22S"
"313",313,7,349021.191138533,6303116.78059977,229.090909090909,349021.191138533,6303116.78059977,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5904140136796","-33 24.0395684324401","115.22.354E","33.24.24S"
"314",314,7,349021.191138533,6303116.78059977,229.090909090909,349013.318747133,6303109.95913379,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5852679755597","-33 24.0431921910839","115.22.351E","33.24.26S"
"315",315,7,349021.191138533,6303116.78059977,229.090909090909,349005.446355734,6303103.13766782,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5801219303597","-33 24.046815945918","115.22.348E","33.24.28S"
"316",316,7,349021.191138533,6303116.78059977,229.090909090909,348997.573964334,6303096.31620184,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5749758780798","-33 24.0504396969421","115.22.345E","33.24.30S"
"317",317,7,349021.191138533,6303116.78059977,229.090909090909,348989.701572935,6303089.49473586,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5698298186597","-33 24.0540634441561","115.22.342E","33.24.32S"
"318",318,7,349021.191138533,6303116.78059977,229.090909090909,348981.829181535,6303082.67326988,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5646837522198","-33 24.0576871875661","115.22.339E","33.24.35S"
"319",319,7,349021.191138533,6303116.78059977,229.090909090909,348973.956790136,6303075.8518039,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5595376786999","-33 24.0613109271661","115.22.336E","33.24.37S"
"320",320,7,349021.191138533,6303116.78059977,229.090909090909,348966.084398736,6303069.03033792,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5543915981","-33 24.064934662956","115.22.333E","33.24.39S"
"321",321,7,349021.191138533,6303116.78059977,229.090909090909,348958.212007337,6303062.20887194,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5492455104201","-33 24.0685583949419","115.22.330E","33.24.41S"
"322",322,7,349021.191138533,6303116.78059977,229.090909090909,348950.339615937,6303055.38740596,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5440994156592","-33 24.0721821231181","115.22.326E","33.24.43S"
"323",323,7,349021.191138533,6303116.78059977,229.090909090909,348942.467224538,6303048.56593999,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5389533138203","-33 24.0758058474841","115.22.323E","33.24.45S"
"324",324,7,349021.191138533,6303116.78059977,229.090909090909,348934.594833138,6303041.74447401,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5338072048995","-33 24.0794295680462","115.22.320E","33.24.48S"
"325",325,7,349021.191138533,6303116.78059977,229.090909090909,348926.722441739,6303034.92300803,0.000121423670108234,0.000121423670108234,"HPZ13","115 22.5286610888996","-33 24.0830532847981","115.22.317E","33.24.50S"
"326",326,8,337189.191138533,6308379.78059977,261.818181818182,337312.918818768,6308397.56995456,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0965311866593","-33 21.080342840154","115.15.58E","33.21.48S"
"327",327,8,337189.191138533,6308379.78059977,261.818181818182,337302.608178749,6308396.08750832,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0898693642802","-33 21.0810511521898","115.15.54E","33.21.49S"
"328",328,8,337189.191138533,6308379.78059977,261.818181818182,337292.297538729,6308394.60506209,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0832075403402","-33 21.0817594582079","115.15.50E","33.21.49S"
"329",329,8,337189.191138533,6308379.78059977,261.818181818182,337281.986898709,6308393.12261586,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0765457148994","-33 21.0824677582078","115.15.46E","33.21.49S"
"330",330,8,337189.191138533,6308379.78059977,261.818181818182,337271.67625869,6308391.64016963,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0698838878995","-33 21.083176052184","115.15.42E","33.21.50S"
"331",331,8,337189.191138533,6308379.78059977,261.818181818182,337261.36561867,6308390.1577234,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0632220593999","-33 21.083884340142","115.15.38E","33.21.50S"
"332",332,8,337189.191138533,6308379.78059977,261.818181818182,337251.054978651,6308388.67527716,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0565602293393","-33 21.0845926220817","115.15.34E","33.21.51S"
"333",333,8,337189.191138533,6308379.78059977,261.818181818182,337240.744338631,6308387.19283093,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0498983977799","-33 21.0853008979978","115.15.30E","33.21.51S"
"334",334,8,337189.191138533,6308379.78059977,261.818181818182,337230.433698611,6308385.7103847,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0432365646605","-33 21.0860091678898","115.15.26E","33.21.52S"
"335",335,8,337189.191138533,6308379.78059977,261.818181818182,337220.123058592,6308384.22793847,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0365747300403","-33 21.0867174317638","115.15.22E","33.21.52S"
"336",336,8,337189.191138533,6308379.78059977,261.818181818182,337209.812418572,6308382.74549224,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0299128938592","-33 21.0874256896199","115.15.18E","33.21.52S"
"337",337,8,337189.191138533,6308379.78059977,261.818181818182,337199.501778553,6308381.263046,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0232510561803","-33 21.0881339414579","115.15.14E","33.21.53S"
"338",338,8,337189.191138533,6308379.78059977,261.818181818182,337189.191138533,6308379.78059977,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0165892169995","-33 21.0888421872718","115.15.10E","33.21.53S"
"339",339,8,337189.191138533,6308379.78059977,261.818181818182,337178.880498513,6308378.29815354,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0099273762607","-33 21.0895504270678","115.15.6E","33.21.54S"
"340",340,8,337189.191138533,6308379.78059977,261.818181818182,337168.569858494,6308376.81570731,0.00011067059867036,0.00011067059867036,"HPZ14","115 15.0032655340202","-33 21.0902586608398","115.15.2E","33.21.54S"
"341",341,8,337189.191138533,6308379.78059977,261.818181818182,337158.259218474,6308375.33326108,0.00011067059867036,0.00011067059867036,"HPZ14","115 14.9966036902207","-33 21.0909668885938","115.14.598E","33.21.55S"
"342",342,8,337189.191138533,6308379.78059977,261.818181818182,337147.948578455,6308373.85081484,0.00011067059867036,0.00011067059867036,"HPZ14","115 14.9899418449194","-33 21.0916751103238","115.14.594E","33.21.55S"
"343",343,8,337189.191138533,6308379.78059977,261.818181818182,337137.637938435,6308372.36836861,0.00011067059867036,0.00011067059867036,"HPZ14","115 14.9832799980601","-33 21.0923833260359","115.14.590E","33.21.55S"
"344",344,8,337189.191138533,6308379.78059977,261.818181818182,337127.327298415,6308370.88592238,0.00011067059867036,0.00011067059867036,"HPZ14","115 14.9766181497","-33 21.0930915357298","115.14.586E","33.21.56S"
"345",345,8,337189.191138533,6308379.78059977,261.818181818182,337117.016658396,6308369.40347615,0.00011067059867036,0.00011067059867036,"HPZ14","115 14.96995629978","-33 21.0937997393999","115.14.582E","33.21.56S"
"346",346,8,337189.191138533,6308379.78059977,261.818181818182,337106.706018376,6308367.92102992,0.00011067059867036,0.00011067059867036,"HPZ14","115 14.9632944483601","-33 21.0945079370518","115.14.578E","33.21.57S"
"347",347,8,337189.191138533,6308379.78059977,261.818181818182,337096.395378357,6308366.43858368,0.00011067059867036,0.00011067059867036,"HPZ14","115 14.9566325953793","-33 21.0952161286797","115.14.574E","33.21.57S"
