"","X","transect","start_x","start_y","direction","x","y","specifiedInclProb","AdjustedInclProb","cluster","x.1","y.1","longitude","latitude"
"723",723,7,342293.191138533,6291482.78059977,163.636363636364,342322.538279871,6291382.83341502,0.000327512243790629,0.000327512243790629,"SPZ13","115 18.1465096255803","-33 30.3291989199601","115.18.88E","33.30.198S"
"724",724,7,342293.191138533,6291482.78059977,163.636363636364,342325.472994004,6291372.83869654,0.000327512243790629,0.000327512243790629,"SPZ13","115 18.1482990298197","-33 30.33463143789","115.18.89E","33.30.201S"
"725",725,7,342293.191138533,6291482.78059977,163.636363636364,342328.407708138,6291362.84397807,0.000327512243790629,0.000327512243790629,"SPZ13","115 18.1500884376001","-33 30.3400639554243","115.18.90E","33.30.204S"
"726",726,8,337421.191138533,6285942.78059977,327.272727272727,337488.771240715,6285837.62390817,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9648889009598","-33 33.2852991641698","115.14.579E","33.33.171S"
"727",727,8,337421.191138533,6285942.78059977,327.272727272727,337483.139565533,6285846.3869658,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9613461333405","-33 33.2805075803881","115.14.577E","33.33.168S"
"728",728,8,337421.191138533,6285942.78059977,327.272727272727,337477.507890351,6285855.15002344,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9578033721404","-33 33.2757159950641","115.14.575E","33.33.165S"
"729",729,8,337421.191138533,6285942.78059977,327.272727272727,337471.876215169,6285863.91308107,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9542606173597","-33 33.2709244082039","115.14.573E","33.33.163S"
"730",730,8,337421.191138533,6285942.78059977,327.272727272727,337466.244539988,6285872.6761387,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9507178689392","-33 33.266132819802","115.14.570E","33.33.160S"
"731",731,8,337421.191138533,6285942.78059977,327.272727272727,337460.612864806,6285881.43919634,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9471751269399","-33 33.2613412298643","115.14.568E","33.33.157S"
"732",732,8,337421.191138533,6285942.78059977,327.272727272727,337454.981189624,6285890.20225397,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9436323912999","-33 33.2565496383839","115.14.566E","33.33.154S"
"733",733,8,337421.191138533,6285942.78059977,327.272727272727,337449.349514442,6285898.9653116,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9400896620801","-33 33.251758045368","115.14.564E","33.33.151S"
"734",734,8,337421.191138533,6285942.78059977,327.272727272727,337443.71783926,6285907.72836924,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9365469392806","-33 33.2469664508101","115.14.562E","33.33.148S"
"735",735,8,337421.191138533,6285942.78059977,327.272727272727,337438.086164079,6285916.49142687,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9330042228995","-33 33.242174854716","115.14.560E","33.33.145S"
"736",736,8,337421.191138533,6285942.78059977,327.272727272727,337432.454488897,6285925.2544845,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9294615128805","-33 33.2373832570801","115.14.558E","33.33.142S"
"737",737,8,337421.191138533,6285942.78059977,327.272727272727,337426.822813715,6285934.01754214,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9259188092799","-33 33.2325916579081","115.14.556E","33.33.140S"
"738",738,8,337421.191138533,6285942.78059977,327.272727272727,337421.191138533,6285942.78059977,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9223761120394","-33 33.227800057194","115.14.553E","33.33.137S"
"739",739,8,337421.191138533,6285942.78059977,327.272727272727,337415.559463351,6285951.54365741,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9188334212202","-33 33.2230084549439","115.14.551E","33.33.134S"
"740",740,8,337421.191138533,6285942.78059977,327.272727272727,337409.927788169,6285960.30671504,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9152907368203","-33 33.2182168511521","115.14.549E","33.33.131S"
"741",741,8,337421.191138533,6285942.78059977,327.272727272727,337404.296112988,6285969.06977267,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9117480587806","-33 33.213425245818","115.14.547E","33.33.128S"
"742",742,8,337421.191138533,6285942.78059977,327.272727272727,337398.664437806,6285977.83283031,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9082053871602","-33 33.2086336389541","115.14.545E","33.33.125S"
"743",743,8,337421.191138533,6285942.78059977,327.272727272727,337393.032762624,6285986.59588794,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9046627219601","-33 33.203842030542","115.14.543E","33.33.122S"
"744",744,8,337421.191138533,6285942.78059977,327.272727272727,337387.401087442,6285995.35894557,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.9011200631202","-33 33.1990504206001","115.14.541E","33.33.119S"
"745",745,8,337421.191138533,6285942.78059977,327.272727272727,337381.76941226,6286004.12200321,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.8975774107006","-33 33.19425880911","115.14.539E","33.33.117S"
"746",746,8,337421.191138533,6285942.78059977,327.272727272727,337376.137737078,6286012.88506084,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.8940347646402","-33 33.1894671960843","115.14.536E","33.33.114S"
"747",747,8,337421.191138533,6285942.78059977,327.272727272727,337370.506061897,6286021.64811847,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.8904921250001","-33 33.1846755815219","115.14.534E","33.33.111S"
"748",748,8,337421.191138533,6285942.78059977,327.272727272727,337364.874386715,6286030.41117611,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.8869494917803","-33 33.1798839654177","115.14.532E","33.33.108S"
"749",749,8,337421.191138533,6285942.78059977,327.272727272727,337359.242711533,6286039.17423374,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.8834068649798","-33 33.1750923477783","115.14.530E","33.33.105S"
"750",750,8,337421.191138533,6285942.78059977,327.272727272727,337353.611036351,6286047.93729138,0.000327512243790629,0.000327512243790629,"SPZ14","115 14.8798642445394","-33 33.1703007285961","115.14.528E","33.33.102S"
"751",751,9,328373.191138533,6287604.78059977,32.7272727272727,328305.611036351,6287499.62390817,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.05136163998007","-33 32.3000537303279","115.9.31E","33.32.180S"
"752",752,9,328373.191138533,6287604.78059977,32.7272727272727,328311.242711533,6287508.3869658,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.05510012352024","-33 32.2953681871622","115.9.33E","33.32.177S"
"753",753,9,328373.191138533,6287604.78059977,32.7272727272727,328316.874386715,6287517.15002344,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.05883860015989","-33 32.2906826418301","115.9.35E","33.32.174S"
"754",754,9,328373.191138533,6287604.78059977,32.7272727272727,328322.506061897,6287525.91308107,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.06257707002029","-33 32.2859970943321","115.9.38E","33.32.172S"
"755",755,9,328373.191138533,6287604.78059977,32.7272727272727,328328.137737078,6287534.6761387,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.06631553304032","-33 32.2813115446622","115.9.40E","33.32.169S"
"756",756,9,328373.191138533,6287604.78059977,32.7272727272727,328333.76941226,6287543.43919634,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.07005398915984","-33 32.2766259928261","115.9.42E","33.32.166S"
"757",757,9,328373.191138533,6287604.78059977,32.7272727272727,328339.401087442,6287552.20225397,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.07379243843995","-33 32.2719404388239","115.9.44E","33.32.163S"
"758",758,9,328373.191138533,6287604.78059977,32.7272727272727,328345.032762624,6287560.9653116,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.07753088094081","-33 32.26725488265","115.9.47E","33.32.160S"
"759",759,9,328373.191138533,6287604.78059977,32.7272727272727,328350.664437806,6287569.72836924,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.08126931654018","-33 32.2625693243099","115.9.49E","33.32.158S"
"760",760,9,328373.191138533,6287604.78059977,32.7272727272727,328356.296112988,6287578.49142687,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.0850077453603","-33 32.2578837638037","115.9.51E","33.32.155S"
"761",761,9,328373.191138533,6287604.78059977,32.7272727272727,328361.927788169,6287587.2544845,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.0887461672799","-33 32.2531982011259","115.9.53E","33.32.152S"
"762",762,9,328373.191138533,6287604.78059977,32.7272727272727,328367.559463351,6287596.01754214,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.0924845823601","-33 32.2485126362818","115.9.55E","33.32.149S"
"763",763,9,328373.191138533,6287604.78059977,32.7272727272727,328373.191138533,6287604.78059977,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.09622299066007","-33 32.2438270692721","115.9.58E","33.32.146S"
"764",764,9,328373.191138533,6287604.78059977,32.7272727272727,328378.822813715,6287613.54365741,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.0999613920605","-33 32.23914150009","115.9.60E","33.32.143S"
"765",765,9,328373.191138533,6287604.78059977,32.7272727272727,328384.454488897,6287622.30671504,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.10369978661959","-33 32.234455928748","115.9.62E","33.32.141S"
"766",766,9,328373.191138533,6287604.78059977,32.7272727272727,328390.086164079,6287631.06977267,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.10743817434025","-33 32.2297703552281","115.9.64E","33.32.138S"
"767",767,9,328373.191138533,6287604.78059977,32.7272727272727,328395.71783926,6287639.83283031,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.11117655521957","-33 32.2250847795481","115.9.67E","33.32.135S"
"768",768,9,328373.191138533,6287604.78059977,32.7272727272727,328401.349514442,6287648.59588794,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.11491492931964","-33 32.220399201696","115.9.69E","33.32.132S"
"769",769,9,328373.191138533,6287604.78059977,32.7272727272727,328406.981189624,6287657.35894557,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.11865329651919","-33 32.2157136216779","115.9.71E","33.32.129S"
"770",770,9,328373.191138533,6287604.78059977,32.7272727272727,328412.612864806,6287666.12200321,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.12239165687934","-33 32.2110280394942","115.9.73E","33.32.127S"
"771",771,9,328373.191138533,6287604.78059977,32.7272727272727,328418.244539988,6287674.88506084,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.12613001040008","-33 32.2063424551382","115.9.76E","33.32.124S"
"772",772,9,328373.191138533,6287604.78059977,32.7272727272727,328423.876215169,6287683.64811847,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.12986835707949","-33 32.2016568686163","115.9.78E","33.32.121S"
"773",773,9,328373.191138533,6287604.78059977,32.7272727272727,328429.507890351,6287692.41117611,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.1336066969195","-33 32.1969712799282","115.9.80E","33.32.118S"
"774",774,9,328373.191138533,6287604.78059977,32.7272727272727,328435.139565533,6287701.17423374,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.13734502992011","-33 32.192285689074","115.9.82E","33.32.115S"
"775",775,9,328373.191138533,6287604.78059977,32.7272727272727,328440.771240715,6287709.93729138,0.00029890734296532,0.00029890734296532,"SPZ15","115 9.14108335608034","-33 32.1876000960481","115.9.85E","33.32.113S"
"776",776,10,333709.191138533,6291482.78059977,294.545454545455,333822.895137952,6291430.85372315,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.6588804365398","-33 30.22597951866","115.12.395E","33.30.136S"
"777",777,10,333709.191138533,6291482.78059977,294.545454545455,333813.419804667,6291435.18096287,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.6528106768198","-33 30.2235504840838","115.12.392E","33.30.134S"
"778",778,10,333709.191138533,6291482.78059977,294.545454545455,333803.944471382,6291439.50820258,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.6467409229799","-33 30.2211214447261","115.12.388E","33.30.133S"
"779",779,10,333709.191138533,6291482.78059977,294.545454545455,333794.469138097,6291443.8354423,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.6406711749606","-33 30.218692400574","115.12.384E","33.30.131S"
"780",780,10,333709.191138533,6291482.78059977,294.545454545455,333784.993804813,6291448.16268202,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.6346014327602","-33 30.2162633516401","115.12.381E","33.30.130S"
"781",781,10,333709.191138533,6291482.78059977,294.545454545455,333775.518471528,6291452.48992174,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.6285316964398","-33 30.2138342979119","115.12.377E","33.30.128S"
"782",782,10,333709.191138533,6291482.78059977,294.545454545455,333766.043138243,6291456.81716146,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.6224619659401","-33 30.2114052394019","115.12.373E","33.30.127S"
"783",783,10,333709.191138533,6291482.78059977,294.545454545455,333756.567804958,6291461.14440118,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.6163922412593","-33 30.2089761761039","115.12.370E","33.30.125S"
"784",784,10,333709.191138533,6291482.78059977,294.545454545455,333747.092471673,6291465.4716409,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.6103225224001","-33 30.2065471080241","115.12.366E","33.30.124S"
"785",785,10,333709.191138533,6291482.78059977,294.545454545455,333737.617138388,6291469.79888062,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.60425280942","-33 30.2041180351499","115.12.363E","33.30.122S"
"786",786,10,333709.191138533,6291482.78059977,294.545454545455,333728.141805103,6291474.12612033,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5981831022005","-33 30.2016889574879","115.12.359E","33.30.121S"
"787",787,10,333709.191138533,6291482.78059977,294.545454545455,333718.666471818,6291478.45336005,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5921134009201","-33 30.1992598750439","115.12.355E","33.30.120S"
"788",788,10,333709.191138533,6291482.78059977,294.545454545455,333709.191138533,6291482.78059977,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5860437054003","-33 30.1968307878119","115.12.352E","33.30.118S"
"789",789,10,333709.191138533,6291482.78059977,294.545454545455,333699.715805248,6291487.10783949,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5799740157595","-33 30.194401695792","115.12.348E","33.30.117S"
"790",790,10,333709.191138533,6291482.78059977,294.545454545455,333690.240471963,6291491.43507921,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5739043319404","-33 30.1919725989838","115.12.344E","33.30.115S"
"791",791,10,333709.191138533,6291482.78059977,294.545454545455,333680.765138678,6291495.76231893,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5678346539401","-33 30.1895434973883","115.12.341E","33.30.114S"
"792",792,10,333709.191138533,6291482.78059977,294.545454545455,333671.289805393,6291500.08955865,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5617649817597","-33 30.18711439101","115.12.337E","33.30.112S"
"793",793,10,333709.191138533,6291482.78059977,294.545454545455,333661.814472108,6291504.41679837,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5556953154601","-33 30.1846852798381","115.12.333E","33.30.111S"
"794",794,10,333709.191138533,6291482.78059977,294.545454545455,333652.339138823,6291508.74403808,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5496256549804","-33 30.1822561638842","115.12.330E","33.30.109S"
"795",795,10,333709.191138533,6291482.78059977,294.545454545455,333642.863805538,6291513.0712778,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5435560003204","-33 30.1798270431422","115.12.326E","33.30.108S"
"796",796,10,333709.191138533,6291482.78059977,294.545454545455,333633.388472253,6291517.39851752,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5374863515395","-33 30.1773979176122","115.12.322E","33.30.106S"
"797",797,10,333709.191138533,6291482.78059977,294.545454545455,333623.913138969,6291521.72575724,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5314167085802","-33 30.1749687872941","115.12.319E","33.30.105S"
"798",798,10,333709.191138533,6291482.78059977,294.545454545455,333614.437805684,6291526.05299696,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5253470714398","-33 30.1725396521938","115.12.315E","33.30.104S"
"799",799,10,333709.191138533,6291482.78059977,294.545454545455,333604.962472399,6291530.38023668,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5192774401192","-33 30.1701105123061","115.12.312E","33.30.102S"
"800",800,10,333709.191138533,6291482.78059977,294.545454545455,333595.487139114,6291534.7074764,0.00029890734296532,0.00029890734296532,"SPZ16","115 12.5132078146795","-33 30.1676813676301","115.12.308E","33.30.101S"
"801",801,11,344381.191138533,6290928.78059977,327.272727272727,344448.771240715,6290823.62390817,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.5136295114401","-33 30.6503913006059","115.19.308E","33.30.390S"
"802",802,11,344381.191138533,6290928.78059977,327.272727272727,344443.139565533,6290832.3869658,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.51008414588","-33 30.6456017795761","115.19.306E","33.30.387S"
"803",803,11,344381.191138533,6290928.78059977,327.272727272727,344437.507890351,6290841.15002344,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.5065387866799","-33 30.6408122569919","115.19.304E","33.30.384S"
"804",804,11,344381.191138533,6290928.78059977,327.272727272727,344431.876215169,6290849.91308107,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.5029934339002","-33 30.6360227328601","115.19.302E","33.30.382S"
"805",805,11,344381.191138533,6290928.78059977,327.272727272727,344426.244539988,6290858.6761387,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4994480875398","-33 30.6312332071798","115.19.300E","33.30.379S"
"806",806,11,344381.191138533,6290928.78059977,327.272727272727,344420.612864806,6290867.43919634,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4959027475406","-33 30.6264436799521","115.19.298E","33.30.376S"
"807",807,11,344381.191138533,6290928.78059977,327.272727272727,344414.981189624,6290876.20225397,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4923574138995","-33 30.62165415117","115.19.295E","33.30.373S"
"808",808,11,344381.191138533,6290928.78059977,327.272727272727,344409.349514442,6290884.9653116,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4888120866798","-33 30.6168646208399","115.19.293E","33.30.370S"
"809",809,11,344381.191138533,6290928.78059977,327.272727272727,344403.71783926,6290893.72836924,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4852667658803","-33 30.6120750889619","115.19.291E","33.30.367S"
"810",810,11,344381.191138533,6290928.78059977,327.272727272727,344398.086164079,6290902.49142687,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.48172145144","-33 30.6072855555358","115.19.289E","33.30.364S"
"811",811,11,344381.191138533,6290928.78059977,327.272727272727,344392.454488897,6290911.2544845,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4781761434201","-33 30.6024960205563","115.19.287E","33.30.361S"
"812",812,11,344381.191138533,6290928.78059977,327.272727272727,344386.822813715,6290920.01754214,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4746308418204","-33 30.5977064840282","115.19.285E","33.30.359S"
"813",813,11,344381.191138533,6290928.78059977,327.272727272727,344381.191138533,6290928.78059977,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4710855465799","-33 30.5929169459521","115.19.283E","33.30.356S"
"814",814,11,344381.191138533,6290928.78059977,327.272727272727,344375.559463351,6290937.54365741,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4675402577598","-33 30.5881274063281","115.19.281E","33.30.353S"
"815",815,11,344381.191138533,6290928.78059977,327.272727272727,344369.927788169,6290946.30671504,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4639949752998","-33 30.5833378651563","115.19.278E","33.30.350S"
"816",816,11,344381.191138533,6290928.78059977,327.272727272727,344364.296112988,6290955.06977267,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4604496992601","-33 30.5785483224298","115.19.276E","33.30.347S"
"817",817,11,344381.191138533,6290928.78059977,327.272727272727,344358.664437806,6290963.83283031,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4569044295805","-33 30.573758778156","115.19.274E","33.30.344S"
"818",818,11,344381.191138533,6290928.78059977,327.272727272727,344353.032762624,6290972.59588794,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4533591663193","-33 30.5689692323339","115.19.272E","33.30.341S"
"819",819,11,344381.191138533,6290928.78059977,327.272727272727,344347.401087442,6290981.35894557,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4498139094804","-33 30.5641796849641","115.19.270E","33.30.339S"
"820",820,11,344381.191138533,6290928.78059977,327.272727272727,344341.76941226,6290990.12200321,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4462686589997","-33 30.5593901360403","115.19.268E","33.30.336S"
"821",821,11,344381.191138533,6290928.78059977,327.272727272727,344336.137737078,6290998.88506084,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4427234149402","-33 30.5546005855739","115.19.266E","33.30.333S"
"822",822,11,344381.191138533,6290928.78059977,327.272727272727,344330.506061897,6291007.64811847,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.43917817724","-33 30.5498110335541","115.19.264E","33.30.330S"
"823",823,11,344381.191138533,6290928.78059977,327.272727272727,344324.874386715,6291016.41117611,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.43563294596","-33 30.5450214799862","115.19.261E","33.30.327S"
"824",824,11,344381.191138533,6290928.78059977,327.272727272727,344319.242711533,6291025.17423374,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4320877211003","-33 30.54023192487","115.19.259E","33.30.324S"
"825",825,11,344381.191138533,6290928.78059977,327.272727272727,344313.611036351,6291033.93729138,0.000327512243790629,0.000327512243790629,"MUZ1","115 19.4285425026009","-33 30.5354423682002","115.19.257E","33.30.321S"
"826",826,12,324429.191138533,6292590.78059977,327.272727272727,324496.771240715,6292485.62390817,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.6499025673004","-33 29.5660585641538","115.6.390E","33.29.340S"
"827",827,12,324429.191138533,6292590.78059977,327.272727272727,324491.139565533,6292494.3869658,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.64637000147971","-33 29.5612633159142","115.6.388E","33.29.337S"
"828",828,12,324429.191138533,6292590.78059977,327.272727272727,324485.507890351,6292503.15002344,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.64283744196","-33 29.5564680661621","115.6.386E","33.29.334S"
"829",829,12,324429.191138533,6292590.78059977,327.272727272727,324479.876215169,6292511.91308107,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.63930488885962","-33 29.5516728148982","115.6.384E","33.29.331S"
"830",830,12,324429.191138533,6292590.78059977,327.272727272727,324474.244539988,6292520.6761387,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.63577234211941","-33 29.5468775621283","115.6.381E","33.29.328S"
"831",831,12,324429.191138533,6292590.78059977,327.272727272727,324468.612864806,6292529.43919634,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.63223980174031","-33 29.5420823078401","115.6.379E","33.29.325S"
"832",832,12,324429.191138533,6292590.78059977,327.272727272727,324462.981189624,6292538.20225397,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.62870726766026","-33 29.5372870520461","115.6.377E","33.29.322S"
"833",833,12,324429.191138533,6292590.78059977,327.272727272727,324457.349514442,6292546.9653116,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.62517473999954","-33 29.532491794734","115.6.375E","33.29.319S"
"834",834,12,324429.191138533,6292590.78059977,327.272727272727,324451.71783926,6292555.72836924,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.62164221869995","-33 29.5276965359163","115.6.373E","33.29.317S"
"835",835,12,324429.191138533,6292590.78059977,327.272727272727,324446.086164079,6292564.49142687,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.6181097036994","-33 29.5229012755861","115.6.371E","33.29.314S"
"836",836,12,324429.191138533,6292590.78059977,327.272727272727,324440.454488897,6292573.2544845,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.61457719512012","-33 29.5181060137499","115.6.369E","33.29.311S"
"837",837,12,324429.191138533,6292590.78059977,327.272727272727,324434.822813715,6292582.01754214,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.61104469290003","-33 29.5133107503959","115.6.367E","33.29.308S"
"838",838,12,324429.191138533,6292590.78059977,327.272727272727,324429.191138533,6292590.78059977,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.6075121970401","-33 29.5085154855362","115.6.365E","33.29.305S"
"839",839,12,324429.191138533,6292590.78059977,327.272727272727,324423.559463351,6292599.54365741,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.60397970748018","-33 29.5037202191639","115.6.362E","33.29.302S"
"840",840,12,324429.191138533,6292590.78059977,327.272727272727,324417.927788169,6292608.30671504,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.60044722434056","-33 29.4989249512742","115.6.360E","33.29.299S"
"841",841,12,324429.191138533,6292590.78059977,327.272727272727,324412.296112988,6292617.06977267,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.59691474749998","-33 29.4941296818778","115.6.358E","33.29.296S"
"842",842,12,324429.191138533,6292590.78059977,327.272727272727,324406.664437806,6292625.83283031,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.5933822770797","-33 29.4893344109759","115.6.356E","33.29.294S"
"843",843,12,324429.191138533,6292590.78059977,327.272727272727,324401.032762624,6292634.59588794,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.58984981302055","-33 29.484539138556","115.6.354E","33.29.291S"
"844",844,12,324429.191138533,6292590.78059977,327.272727272727,324395.401087442,6292643.35894557,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.58631735526045","-33 29.47974386463","115.6.352E","33.29.288S"
"845",845,12,324429.191138533,6292590.78059977,327.272727272727,324389.76941226,6292652.12200321,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.58278490391967","-33 29.4749485891919","115.6.350E","33.29.285S"
"846",846,12,324429.191138533,6292590.78059977,327.272727272727,324384.137737078,6292660.88506084,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.57925245888085","-33 29.470153312242","115.6.348E","33.29.282S"
"847",847,12,324429.191138533,6292590.78059977,327.272727272727,324378.506061897,6292669.64811847,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.57572002025942","-33 29.4653580337799","115.6.345E","33.29.279S"
"848",848,12,324429.191138533,6292590.78059977,327.272727272727,324372.874386715,6292678.41117611,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.57218758800009","-33 29.4605627538059","115.6.343E","33.29.276S"
"849",849,12,324429.191138533,6292590.78059977,327.272727272727,324367.242711533,6292687.17423374,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.56865516203979","-33 29.455767472326","115.6.341E","33.29.273S"
"850",850,12,324429.191138533,6292590.78059977,327.272727272727,324361.611036351,6292695.93729138,0.000599431964978597,0.000599431964978597,"MUZ2","115 6.56512274249981","-33 29.4509721893342","115.6.339E","33.29.271S"
"851",851,13,341365.191138533,6287050.78059977,294.545454545455,341478.895137952,6286998.85372315,0.000327512243790629,0.000327512243790629,"MUZ3","115 17.55515469672","-33 32.6931652472338","115.17.333E","33.32.416S"
"852",852,13,341365.191138533,6287050.78059977,294.545454545455,341469.419804667,6287003.18096287,0.000327512243790629,0.000327512243790629,"MUZ3","115 17.5490796490805","-33 32.6907400648561","115.17.329E","33.32.414S"
"853",853,13,341365.191138533,6287050.78059977,294.545454545455,341459.944471382,6287007.50820258,0.000327512243790629,0.000327512243790629,"MUZ3","115 17.54300460732","-33 32.6883148776661","115.17.326E","33.32.413S"
"854",854,13,341365.191138533,6287050.78059977,294.545454545455,341450.469138097,6287011.8354423,0.000327512243790629,0.000327512243790629,"MUZ3","115 17.5369295713802","-33 32.685889685664","115.17.322E","33.32.412S"
